expression,expected_result,wrapper,pair_id,family,source,target,expected_strategy
((3*sinh(x)+4*sinh(x)^3) + 1)/((sinh(3*x)) + 1),1,shifted_quotient_one,hyperbolic_contract_sinh_triple_angle,simplify,3*sinh(x)+4*sinh(x)^3,sinh(3*x),rewrite hyperbolics
((4*cosh(x)^3-3*cosh(x)) + m) - ((cosh(3*x)) + m),0,additive_passthrough_zero,hyperbolic_contract_cosh_triple_angle,simplify,4*cosh(x)^3-3*cosh(x),cosh(3*x),rewrite hyperbolics
k*(4*cosh(x)^3-3*cosh(x)) - k*(cosh(3*x)),0,scaled_difference_zero,hyperbolic_contract_cosh_triple_angle,simplify,4*cosh(x)^3-3*cosh(x),cosh(3*x),rewrite hyperbolics
((4*cosh(x)^3-3*cosh(x))/q) - ((cosh(3*x))/q),0,common_denominator_zero,hyperbolic_contract_cosh_triple_angle,simplify,4*cosh(x)^3-3*cosh(x),cosh(3*x),rewrite hyperbolics
((4*cosh(x)^3-3*cosh(x)) + 1)/((cosh(3*x)) + 1),1,shifted_quotient_one,hyperbolic_contract_cosh_triple_angle,simplify,4*cosh(x)^3-3*cosh(x),cosh(3*x),rewrite hyperbolics
((exp(x)) + m) - ((sinh(x) + cosh(x)) + m),0,additive_passthrough_zero,hyperbolic_expand_exp_to_sum,simplify,exp(x),sinh(x) + cosh(x),rewrite hyperbolics
k*(exp(x)) - k*(sinh(x) + cosh(x)),0,scaled_difference_zero,hyperbolic_expand_exp_to_sum,simplify,exp(x),sinh(x) + cosh(x),rewrite hyperbolics
((exp(x))/q) - ((sinh(x) + cosh(x))/q),0,common_denominator_zero,hyperbolic_expand_exp_to_sum,simplify,exp(x),sinh(x) + cosh(x),rewrite hyperbolics
((exp(x)) + 1)/((sinh(x) + cosh(x)) + 1),1,shifted_quotient_one,hyperbolic_expand_exp_to_sum,simplify,exp(x),sinh(x) + cosh(x),rewrite hyperbolics
((cosh(x)) + m) - (((e^x + e^(-x))/2) + m),0,additive_passthrough_zero,hyperbolic_expand_cosh_to_exp_definition,simplify,cosh(x),(e^x + e^(-x))/2,rewrite hyperbolics
k*(cosh(x)) - k*((e^x + e^(-x))/2),0,scaled_difference_zero,hyperbolic_expand_cosh_to_exp_definition,simplify,cosh(x),(e^x + e^(-x))/2,rewrite hyperbolics
((cosh(x))/q) - (((e^x + e^(-x))/2)/q),0,common_denominator_zero,hyperbolic_expand_cosh_to_exp_definition,simplify,cosh(x),(e^x + e^(-x))/2,rewrite hyperbolics
((cosh(x)) + 1)/(((e^x + e^(-x))/2) + 1),1,shifted_quotient_one,hyperbolic_expand_cosh_to_exp_definition,simplify,cosh(x),(e^x + e^(-x))/2,rewrite hyperbolics
((sinh(x)) + m) - (((e^x - e^(-x))/2) + m),0,additive_passthrough_zero,hyperbolic_expand_sinh_to_exp_definition,simplify,sinh(x),(e^x - e^(-x))/2,rewrite hyperbolics
k*(sinh(x)) - k*((e^x - e^(-x))/2),0,scaled_difference_zero,hyperbolic_expand_sinh_to_exp_definition,simplify,sinh(x),(e^x - e^(-x))/2,rewrite hyperbolics
((sinh(x))/q) - (((e^x - e^(-x))/2)/q),0,common_denominator_zero,hyperbolic_expand_sinh_to_exp_definition,simplify,sinh(x),(e^x - e^(-x))/2,rewrite hyperbolics
((sinh(x)) + 1)/(((e^x - e^(-x))/2) + 1),1,shifted_quotient_one,hyperbolic_expand_sinh_to_exp_definition,simplify,sinh(x),(e^x - e^(-x))/2,rewrite hyperbolics
((tanh(x)) + m) - (((e^x - e^(-x))/(e^x + e^(-x))) + m),0,additive_passthrough_zero,hyperbolic_expand_tanh_to_exp_definition,simplify,tanh(x),(e^x - e^(-x))/(e^x + e^(-x)),rewrite hyperbolics
k*(tanh(x)) - k*((e^x - e^(-x))/(e^x + e^(-x))),0,scaled_difference_zero,hyperbolic_expand_tanh_to_exp_definition,simplify,tanh(x),(e^x - e^(-x))/(e^x + e^(-x)),rewrite hyperbolics
((tanh(x))/q) - (((e^x - e^(-x))/(e^x + e^(-x)))/q),0,common_denominator_zero,hyperbolic_expand_tanh_to_exp_definition,simplify,tanh(x),(e^x - e^(-x))/(e^x + e^(-x)),rewrite hyperbolics
((tanh(x)) + 1)/(((e^x - e^(-x))/(e^x + e^(-x))) + 1),1,shifted_quotient_one,hyperbolic_expand_tanh_to_exp_definition,simplify,tanh(x),(e^x - e^(-x))/(e^x + e^(-x)),rewrite hyperbolics
((arctan(a)+arctan(1/a)) + m) - ((pi/2) + m),0,additive_passthrough_zero,inverse_tan_identity,simplify,arctan(a)+arctan(1/a),pi/2,rewrite inverse trigs
k*(arctan(a)+arctan(1/a)) - k*(pi/2),0,scaled_difference_zero,inverse_tan_identity,simplify,arctan(a)+arctan(1/a),pi/2,rewrite inverse trigs
((arctan(a)+arctan(1/a))/q) - ((pi/2)/q),0,common_denominator_zero,inverse_tan_identity,simplify,arctan(a)+arctan(1/a),pi/2,rewrite inverse trigs
((arctan(a)+arctan(1/a)) + 1)/((pi/2) + 1),1,shifted_quotient_one,inverse_tan_identity,simplify,arctan(a)+arctan(1/a),pi/2,rewrite inverse trigs
(asin(x/sqrt(x^2 + 1)) - atan(x)),0,additive_passthrough_zero,arcsin_sin_arctan_safe_composition,simplify,asin(x/sqrt(x^2 + 1)),atan(x),rewrite inverse trigs
(((a^2-b^2)/(a-b)) + m) - ((a+b) + m),0,additive_passthrough_zero,cancel_fraction_difference_squares,simplify,(a^2-b^2)/(a-b),a+b,cancel fraction
k*((a^2-b^2)/(a-b)) - k*(a+b),0,scaled_difference_zero,cancel_fraction_difference_squares,simplify,(a^2-b^2)/(a-b),a+b,cancel fraction
(((a^2-b^2)/(a-b))/q) - ((a+b)/q),0,common_denominator_zero,cancel_fraction_difference_squares,simplify,(a^2-b^2)/(a-b),a+b,cancel fraction
(((a^2-b^2)/(a-b)) + 1)/((a+b) + 1),1,shifted_quotient_one,cancel_fraction_difference_squares,simplify,(a^2-b^2)/(a-b),a+b,cancel fraction
(((a^2-b^2)/(a-b)+c) + m) - ((a+b+c) + m),0,additive_passthrough_zero,cancel_fraction_difference_squares_with_passthrough,simplify,(a^2-b^2)/(a-b)+c,a+b+c,cancel fraction
k*((a^2-b^2)/(a-b)+c) - k*(a+b+c),0,scaled_difference_zero,cancel_fraction_difference_squares_with_passthrough,simplify,(a^2-b^2)/(a-b)+c,a+b+c,cancel fraction
(((a^2-b^2)/(a-b)+c)/q) - ((a+b+c)/q),0,common_denominator_zero,cancel_fraction_difference_squares_with_passthrough,simplify,(a^2-b^2)/(a-b)+c,a+b+c,cancel fraction
(((a^2-b^2)/(a-b)+c) + 1)/((a+b+c) + 1),1,shifted_quotient_one,cancel_fraction_difference_squares_with_passthrough,simplify,(a^2-b^2)/(a-b)+c,a+b+c,cancel fraction
(((a^3-b^3)/(a-b)) + m) - ((a^2+a*b+b^2) + m),0,additive_passthrough_zero,cancel_fraction_difference_cubes,simplify,(a^3-b^3)/(a-b),a^2+a*b+b^2,cancel fraction
k*((a^3-b^3)/(a-b)) - k*(a^2+a*b+b^2),0,scaled_difference_zero,cancel_fraction_difference_cubes,simplify,(a^3-b^3)/(a-b),a^2+a*b+b^2,cancel fraction
(((a^3-b^3)/(a-b))/q) - ((a^2+a*b+b^2)/q),0,common_denominator_zero,cancel_fraction_difference_cubes,simplify,(a^3-b^3)/(a-b),a^2+a*b+b^2,cancel fraction
(((a^3-b^3)/(a-b)) + 1)/((a^2+a*b+b^2) + 1),1,shifted_quotient_one,cancel_fraction_difference_cubes,simplify,(a^3-b^3)/(a-b),a^2+a*b+b^2,cancel fraction
(((a^3-b^3)/(a-b)+c) + m) - ((a^2+a*b+b^2+c) + m),0,additive_passthrough_zero,cancel_fraction_difference_cubes_with_passthrough,simplify,(a^3-b^3)/(a-b)+c,a^2+a*b+b^2+c,cancel fraction
k*((a^3-b^3)/(a-b)+c) - k*(a^2+a*b+b^2+c),0,scaled_difference_zero,cancel_fraction_difference_cubes_with_passthrough,simplify,(a^3-b^3)/(a-b)+c,a^2+a*b+b^2+c,cancel fraction
(((a^3-b^3)/(a-b)+c)/q) - ((a^2+a*b+b^2+c)/q),0,common_denominator_zero,cancel_fraction_difference_cubes_with_passthrough,simplify,(a^3-b^3)/(a-b)+c,a^2+a*b+b^2+c,cancel fraction
(((a^3-b^3)/(a-b)+c) + 1)/((a^2+a*b+b^2+c) + 1),1,shifted_quotient_one,cancel_fraction_difference_cubes_with_passthrough,simplify,(a^3-b^3)/(a-b)+c,a^2+a*b+b^2+c,cancel fraction
(((a^3+b^3)/(a+b)) + m) - ((a^2-a*b+b^2) + m),0,additive_passthrough_zero,cancel_fraction_sum_cubes,simplify,(a^3+b^3)/(a+b),a^2-a*b+b^2,cancel fraction
k*((a^3+b^3)/(a+b)) - k*(a^2-a*b+b^2),0,scaled_difference_zero,cancel_fraction_sum_cubes,simplify,(a^3+b^3)/(a+b),a^2-a*b+b^2,cancel fraction
(((a^3+b^3)/(a+b))/q) - ((a^2-a*b+b^2)/q),0,common_denominator_zero,cancel_fraction_sum_cubes,simplify,(a^3+b^3)/(a+b),a^2-a*b+b^2,cancel fraction
(((a^3+b^3)/(a+b)) + 1)/((a^2-a*b+b^2) + 1),1,shifted_quotient_one,cancel_fraction_sum_cubes,simplify,(a^3+b^3)/(a+b),a^2-a*b+b^2,cancel fraction
(((a^2-2*a*b+b^2)/(a-b)) + m) - ((a-b) + m),0,additive_passthrough_zero,cancel_fraction_perfect_square_minus_symbolic,simplify,(a^2-2*a*b+b^2)/(a-b),a-b,cancel fraction
k*((a^2-2*a*b+b^2)/(a-b)) - k*(a-b),0,scaled_difference_zero,cancel_fraction_perfect_square_minus_symbolic,simplify,(a^2-2*a*b+b^2)/(a-b),a-b,cancel fraction
(((a^2-2*a*b+b^2)/(a-b))/q) - ((a-b)/q),0,common_denominator_zero,cancel_fraction_perfect_square_minus_symbolic,simplify,(a^2-2*a*b+b^2)/(a-b),a-b,cancel fraction
(((a^2-2*a*b+b^2)/(a-b)) + 1)/((a-b) + 1),1,shifted_quotient_one,cancel_fraction_perfect_square_minus_symbolic,simplify,(a^2-2*a*b+b^2)/(a-b),a-b,cancel fraction
((sqrt(a^2 + 2*a*b + b^2)) + m) - ((abs(a+b)) + m),0,additive_passthrough_zero,perfect_square_root_to_abs,simplify,sqrt(a^2 + 2*a*b + b^2),abs(a+b),rewrite radicals
k*(sqrt(a^2 + 2*a*b + b^2)) - k*(abs(a+b)),0,scaled_difference_zero,perfect_square_root_to_abs,simplify,sqrt(a^2 + 2*a*b + b^2),abs(a+b),rewrite radicals
((sqrt(a^2 + 2*a*b + b^2))/q) - ((abs(a+b))/q),0,common_denominator_zero,perfect_square_root_to_abs,simplify,sqrt(a^2 + 2*a*b + b^2),abs(a+b),rewrite radicals
((sqrt(a^2 + 2*a*b + b^2)) + 1)/((abs(a+b)) + 1),1,shifted_quotient_one,perfect_square_root_to_abs,simplify,sqrt(a^2 + 2*a*b + b^2),abs(a+b),rewrite radicals
(sqrt(x + 2*sqrt(x-1)) - sqrt(x-1) - 1),0,additive_passthrough_zero,collapsed_shifted_root_square_to_linear,simplify,sqrt(x + 2*sqrt(x-1)),sqrt(x-1)+1,rewrite radicals
((sqrt(a^2 + 2*a*b + b^2)+c) + m) - ((abs(a+b)+c) + m),0,additive_passthrough_zero,perfect_square_root_to_abs_with_passthrough,simplify,sqrt(a^2 + 2*a*b + b^2)+c,abs(a+b)+c,rewrite radicals
k*(sqrt(a^2 + 2*a*b + b^2)+c) - k*(abs(a+b)+c),0,scaled_difference_zero,perfect_square_root_to_abs_with_passthrough,simplify,sqrt(a^2 + 2*a*b + b^2)+c,abs(a+b)+c,rewrite radicals
((sqrt(a^2 + 2*a*b + b^2)+c)/q) - ((abs(a+b)+c)/q),0,common_denominator_zero,perfect_square_root_to_abs_with_passthrough,simplify,sqrt(a^2 + 2*a*b + b^2)+c,abs(a+b)+c,rewrite radicals
((sqrt(a^2 + 2*a*b + b^2)+c) + 1)/((abs(a+b)+c) + 1),1,shifted_quotient_one,perfect_square_root_to_abs_with_passthrough,simplify,sqrt(a^2 + 2*a*b + b^2)+c,abs(a+b)+c,rewrite radicals
((a*x^2 + b*x + c) + m) - ((a*(x + b/(2*a))^2 + c - b^2/(4*a)) + m),0,additive_passthrough_zero,solve_prep_complete_square_symbolic_leading_coeff,solve_prep,a*x^2 + b*x + c,a*(x + b/(2*a))^2 + c - b^2/(4*a),solve prep
k*(a*x^2 + b*x + c) - k*(a*(x + b/(2*a))^2 + c - b^2/(4*a)),0,scaled_difference_zero,solve_prep_complete_square_symbolic_leading_coeff,solve_prep,a*x^2 + b*x + c,a*(x + b/(2*a))^2 + c - b^2/(4*a),solve prep
((a*x^2 + b*x + c)/q) - ((a*(x + b/(2*a))^2 + c - b^2/(4*a))/q),0,common_denominator_zero,solve_prep_complete_square_symbolic_leading_coeff,solve_prep,a*x^2 + b*x + c,a*(x + b/(2*a))^2 + c - b^2/(4*a),solve prep
((a*x^2 + b*x + c) + 1)/((a*(x + b/(2*a))^2 + c - b^2/(4*a)) + 1),1,shifted_quotient_one,solve_prep_complete_square_symbolic_leading_coeff,solve_prep,a*x^2 + b*x + c,a*(x + b/(2*a))^2 + c - b^2/(4*a),solve prep
((x^2 + 2*b*x + c) + m) - (((x+b)^2 + c - b^2) + m),0,additive_passthrough_zero,solve_prep_complete_square_symbolic_monic_parametric,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
k*(x^2 + 2*b*x + c) - k*((x+b)^2 + c - b^2),0,scaled_difference_zero,solve_prep_complete_square_symbolic_monic_parametric,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
((x^2 + 2*b*x + c)/q) - (((x+b)^2 + c - b^2)/q),0,common_denominator_zero,solve_prep_complete_square_symbolic_monic_parametric,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
((x^2 + 2*b*x + c) + 1)/(((x+b)^2 + c - b^2) + 1),1,shifted_quotient_one,solve_prep_complete_square_symbolic_monic_parametric,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
1/((x^2 + 2*b*x + c)+d) - 1/(((x+b)^2 + c - b^2)+d),0,reciprocal_shifted_difference_zero,solve_prep_complete_square_symbolic_monic_parametric,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,reciprocal shifted difference
1/((((x^2 + 2*b*x + c)+r/s)+u/v)+d) - 1/(((((x+b)^2 + c - b^2)+r/s)+u/v)+d),0,reciprocal_shifted_difference_zero,solve_prep_complete_square_symbolic_monic_parametric_double_noise_fraction,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,reciprocal shifted difference double noise budget
x^2 + 2*b*x + c - ((x+b)^2 + c - b^2),0,combined_additive_zero,solve_prep_complete_square_symbolic_monic_parametric_zero,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
(x^2 + 2*b*x + c - ((x+b)^2 + c - b^2)) + (((u+v)*(u-v)) - (u^2-v^2)),0,combined_additive_zero,solve_prep_factor_combined_zero,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,collapse exact zero additive subexpressions
(x^2 + 2*b*x - ((x+b)^2 - b^2)) + k*(1/(1 + 1/(1+u)) - (1+u)/(2+u)),0,combined_additive_zero,solve_prep_no_constant_scaled_nested_fraction_depth4_combined_zero,solve_prep,x^2 + 2*b*x,(x+b)^2 - b^2,collapse exact zero additive subexpressions
(((x^2 + 2*b*x + c)^2) + m) - ((((x+b)^2 + c - b^2)^2) + m),0,squared_passthrough_zero,solve_prep_complete_square_symbolic_monic_parametric_squared,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
((((x^2 + 2*b*x + c)^2) + m)^2) - (((((x+b)^2 + c - b^2)^2) + m)^2),0,squared_passthrough_zero,solve_prep_complete_square_symbolic_monic_parametric_double_squared,solve_prep,x^2 + 2*b*x + c,(x+b)^2 + c - b^2,solve prep
((a*x^2 - b*x + c) + m) - ((a*(x - b/(2*a))^2 + c - b^2/(4*a)) + m),0,additive_passthrough_zero,solve_prep_complete_square_symbolic_negative_linear_coeff,solve_prep,a*x^2 - b*x + c,a*(x - b/(2*a))^2 + c - b^2/(4*a),solve prep
k*(a*x^2 - b*x + c) - k*(a*(x - b/(2*a))^2 + c - b^2/(4*a)),0,scaled_difference_zero,solve_prep_complete_square_symbolic_negative_linear_coeff,solve_prep,a*x^2 - b*x + c,a*(x - b/(2*a))^2 + c - b^2/(4*a),solve prep
((a*x^2 - b*x + c)/q) - ((a*(x - b/(2*a))^2 + c - b^2/(4*a))/q),0,common_denominator_zero,solve_prep_complete_square_symbolic_negative_linear_coeff,solve_prep,a*x^2 - b*x + c,a*(x - b/(2*a))^2 + c - b^2/(4*a),solve prep
((a*x^2 - b*x + c) + 1)/((a*(x - b/(2*a))^2 + c - b^2/(4*a)) + 1),1,shifted_quotient_one,solve_prep_complete_square_symbolic_negative_linear_coeff,solve_prep,a*x^2 - b*x + c,a*(x - b/(2*a))^2 + c - b^2/(4*a),solve prep
((-a*x^2 + b*x + c) + m) - ((-a*(x - b/(2*a))^2 + c + b^2/(4*a)) + m),0,additive_passthrough_zero,solve_prep_complete_square_negative_symbolic_leading_coeff,solve_prep,-a*x^2 + b*x + c,-a*(x - b/(2*a))^2 + c + b^2/(4*a),solve prep
k*(-a*x^2 + b*x + c) - k*(-a*(x - b/(2*a))^2 + c + b^2/(4*a)),0,scaled_difference_zero,solve_prep_complete_square_negative_symbolic_leading_coeff,solve_prep,-a*x^2 + b*x + c,-a*(x - b/(2*a))^2 + c + b^2/(4*a),solve prep
((-a*x^2 + b*x + c)/q) - ((-a*(x - b/(2*a))^2 + c + b^2/(4*a))/q),0,common_denominator_zero,solve_prep_complete_square_negative_symbolic_leading_coeff,solve_prep,-a*x^2 + b*x + c,-a*(x - b/(2*a))^2 + c + b^2/(4*a),solve prep
((-a*x^2 + b*x + c) + 1)/((-a*(x - b/(2*a))^2 + c + b^2/(4*a)) + 1),1,shifted_quotient_one,solve_prep_complete_square_negative_symbolic_leading_coeff,solve_prep,-a*x^2 + b*x + c,-a*(x - b/(2*a))^2 + c + b^2/(4*a),solve prep
(((a/2)*x^2 + b*x + c) + m) - (((a/2)*(x + b/a)^2 + c - b^2/(2*a)) + m),0,additive_passthrough_zero,solve_prep_complete_square_fractional_symbolic_leading_coeff,solve_prep,(a/2)*x^2 + b*x + c,(a/2)*(x + b/a)^2 + c - b^2/(2*a),solve prep
k*((a/2)*x^2 + b*x + c) - k*((a/2)*(x + b/a)^2 + c - b^2/(2*a)),0,scaled_difference_zero,solve_prep_complete_square_fractional_symbolic_leading_coeff,solve_prep,(a/2)*x^2 + b*x + c,(a/2)*(x + b/a)^2 + c - b^2/(2*a),solve prep
(((a/2)*x^2 + b*x + c)/q) - (((a/2)*(x + b/a)^2 + c - b^2/(2*a))/q),0,common_denominator_zero,solve_prep_complete_square_fractional_symbolic_leading_coeff,solve_prep,(a/2)*x^2 + b*x + c,(a/2)*(x + b/a)^2 + c - b^2/(2*a),solve prep
(((a/2)*x^2 + b*x + c) + 1)/(((a/2)*(x + b/a)^2 + c - b^2/(2*a)) + 1),1,shifted_quotient_one,solve_prep_complete_square_fractional_symbolic_leading_coeff,solve_prep,(a/2)*x^2 + b*x + c,(a/2)*(x + b/a)^2 + c - b^2/(2*a),solve prep
((a*b + a*c) + m) - ((a*(b+c)) + m),0,additive_passthrough_zero,factor_common_factor_sum,factor,a*b + a*c,a*(b+c),factor
k*(a*b + a*c) - k*(a*(b+c)),0,scaled_difference_zero,factor_common_factor_sum,factor,a*b + a*c,a*(b+c),factor
((a*b + a*c)/q) - ((a*(b+c))/q),0,common_denominator_zero,factor_common_factor_sum,factor,a*b + a*c,a*(b+c),factor
((a*b + a*c) + 1)/((a*(b+c)) + 1),1,shifted_quotient_one,factor_common_factor_sum,factor,a*b + a*c,a*(b+c),factor
a*b + a*c - (a*(b+c)),0,combined_additive_zero,factor_common_factor_sum,factor,a*b + a*c,a*(b+c),factor
(a*b + a*c - (a*(b+c))) + (sin(2*x) - 2*sin(x)*cos(x)),0,combined_additive_zero,factor_trig_expand_combined_zero,factor,a*b + a*c,a*(b+c),collapse exact zero additive subexpressions
((a*(b+c)) + m) - ((a*b + a*c) + m),0,additive_passthrough_zero,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,expand
k*(a*(b+c)) - k*(a*b + a*c),0,scaled_difference_zero,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,expand
((a*(b+c))/q) - ((a*b + a*c)/q),0,common_denominator_zero,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,expand
((a*(b+c)) + 1)/((a*b + a*c) + 1),1,shifted_quotient_one,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,expand
1/((a*(b+c))+d) - 1/((a*b + a*c)+d),0,reciprocal_shifted_difference_zero,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,reciprocal shifted difference
1/(((a*(b+c))+r/s)+d) - 1/(((a*b + a*c)+r/s)+d),0,reciprocal_shifted_difference_zero,expand_common_factor_sum_noise_fraction,expand,a*(b+c),a*b + a*c,reciprocal shifted difference noise budget
a*(b+c) - (a*b + a*c),0,combined_additive_zero,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,expand
(((a*(b+c))^2) + m) - (((a*b + a*c)^2) + m),0,squared_passthrough_zero,expand_common_factor_sum,expand,a*(b+c),a*b + a*c,expand
((((a*(b+c))^2) + m)^2) - ((((a*b + a*c)^2) + m)^2),0,squared_passthrough_zero,expand_common_factor_sum_double_squared,expand,a*(b+c),a*b + a*c,expand
((a*(b-c)) + m) - ((a*b - a*c) + m),0,additive_passthrough_zero,expand_common_factor_difference,expand,a*(b-c),a*b - a*c,expand
k*(a*(b-c)) - k*(a*b - a*c),0,scaled_difference_zero,expand_common_factor_difference,expand,a*(b-c),a*b - a*c,expand
((a*(b-c))/q) - ((a*b - a*c)/q),0,common_denominator_zero,expand_common_factor_difference,expand,a*(b-c),a*b - a*c,expand
((a*(b-c)) + 1)/((a*b - a*c) + 1),1,shifted_quotient_one,expand_common_factor_difference,expand,a*(b-c),a*b - a*c,expand
(a*(b-c) - (a*b - a*c)) + (u*v + u*w - u*(v+w)),0,combined_additive_zero,expand_signed_difference_collect_combined_zero,expand,a*(b-c),a*b - a*c,collapse exact zero additive subexpressions
(((a*x^2)/(b*x)) + m) - (((a*x)/b) + m),0,additive_passthrough_zero,cancel_fraction_monomial_common_factor,simplify,(a*x^2)/(b*x),(a*x)/b,cancel fraction
k*((a*x^2)/(b*x)) - k*((a*x)/b),0,scaled_difference_zero,cancel_fraction_monomial_common_factor,simplify,(a*x^2)/(b*x),(a*x)/b,cancel fraction
(((a*x^2)/(b*x))/q) - (((a*x)/b)/q),0,common_denominator_zero,cancel_fraction_monomial_common_factor,simplify,(a*x^2)/(b*x),(a*x)/b,cancel fraction
(((a*x^2)/(b*x)) + 1)/(((a*x)/b) + 1),1,shifted_quotient_one,cancel_fraction_monomial_common_factor,simplify,(a*x^2)/(b*x),(a*x)/b,cancel fraction
(((a + b)^2) + m) - ((a^2 + 2*a*b + b^2) + m),0,additive_passthrough_zero,expand_symbolic_binomial,expand,(a + b)^2,a^2 + 2*a*b + b^2,expand
k*((a + b)^2) - k*(a^2 + 2*a*b + b^2),0,scaled_difference_zero,expand_symbolic_binomial,expand,(a + b)^2,a^2 + 2*a*b + b^2,expand
(((a + b)^2)/q) - ((a^2 + 2*a*b + b^2)/q),0,common_denominator_zero,expand_symbolic_binomial,expand,(a + b)^2,a^2 + 2*a*b + b^2,expand
(((a + b)^2) + 1)/((a^2 + 2*a*b + b^2) + 1),1,shifted_quotient_one,expand_symbolic_binomial,expand,(a + b)^2,a^2 + 2*a*b + b^2,expand
(((a + b)^3) + m) - ((a^3 + 3*a^2*b + 3*a*b^2 + b^3) + m),0,additive_passthrough_zero,expand_symbolic_binomial_cube,expand,(a + b)^3,a^3 + 3*a^2*b + 3*a*b^2 + b^3,expand
k*((a + b)^3) - k*(a^3 + 3*a^2*b + 3*a*b^2 + b^3),0,scaled_difference_zero,expand_symbolic_binomial_cube,expand,(a + b)^3,a^3 + 3*a^2*b + 3*a*b^2 + b^3,expand
(((a + b)^3)/q) - ((a^3 + 3*a^2*b + 3*a*b^2 + b^3)/q),0,common_denominator_zero,expand_symbolic_binomial_cube,expand,(a + b)^3,a^3 + 3*a^2*b + 3*a*b^2 + b^3,expand
(((a + b)^3) + 1)/((a^3 + 3*a^2*b + 3*a*b^2 + b^3) + 1),1,shifted_quotient_one,expand_symbolic_binomial_cube,expand,(a + b)^3,a^3 + 3*a^2*b + 3*a*b^2 + b^3,expand
(((a + b + c)^2) + m) - ((a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c) + m),0,additive_passthrough_zero,expand_symbolic_trinomial_square,expand,(a + b + c)^2,a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c,expand
k*((a + b + c)^2) - k*(a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c),0,scaled_difference_zero,expand_symbolic_trinomial_square,expand,(a + b + c)^2,a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c,expand
(((a + b + c)^2)/q) - ((a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c)/q),0,common_denominator_zero,expand_symbolic_trinomial_square,expand,(a + b + c)^2,a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c,expand
(((a + b + c)^2) + 1)/((a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c) + 1),1,shifted_quotient_one,expand_symbolic_trinomial_square,expand,(a + b + c)^2,a^2 + b^2 + c^2 + 2*a*b + 2*a*c + 2*b*c,expand
(((a - b + c)^2) + m) - ((a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c) + m),0,additive_passthrough_zero,expand_symbolic_signed_trinomial_square,expand,(a - b + c)^2,a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c,expand
k*((a - b + c)^2) - k*(a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c),0,scaled_difference_zero,expand_symbolic_signed_trinomial_square,expand,(a - b + c)^2,a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c,expand
(((a - b + c)^2)/q) - ((a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c)/q),0,common_denominator_zero,expand_symbolic_signed_trinomial_square,expand,(a - b + c)^2,a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c,expand
(((a - b + c)^2) + 1)/((a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c) + 1),1,shifted_quotient_one,expand_symbolic_signed_trinomial_square,expand,(a - b + c)^2,a^2 + b^2 + c^2 - 2*a*b + 2*a*c - 2*b*c,expand
(((a + b + c)^3) + m) - ((a^3 + b^3 + c^3 + 3*a^2*b + 3*a^2*c + 3*a*b^2 + 6*a*b*c + 3*a*c^2 + 3*b^2*c + 3*b*c^2) + m),0,additive_passthrough_zero,expand_symbolic_trinomial_cube,expand,(a + b + c)^3,a^3 + b^3 + c^3 + 3*a^2*b + 3*a^2*c + 3*a*b^2 + 6*a*b*c + 3*a*c^2 + 3*b^2*c + 3*b*c^2,expand
