expression,expected_result,composition,source_expr_1,source_expr_2
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((exp(x) - exp(-x) - 2*sinh(x)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),exp(x) - exp(-x) - 2*sinh(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (1/(u*(u+1)) - 1/u + 1/(u+1)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),1/(u*(u+1)) - 1/u + 1/(u+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (1/(u*(u+1)) - 1/u + 1/(u+1)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),1/(u*(u+1)) - 1/u + 1/(u+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (1/(u*(u+1)) - 1/u + 1/(u+1)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),1/(u*(u+1)) - 1/u + 1/(u+1)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((1/(u*(u+1)) - 1/u + 1/(u+1)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),1/(u*(u+1)) - 1/u + 1/(u+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * ((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/(((1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(1/x + 1/y)/(1/x - 1/y) - (x+y)/(y-x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + ((n+1)!/(n-1)! - n*(n+1)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(n+1)!/(n-1)! - n*(n+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - ((n+1)!/(n-1)! - n*(n+1)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(n+1)!/(n-1)! - n*(n+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * ((n+1)!/(n-1)! - n*(n+1)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(n+1)!/(n-1)! - n*(n+1)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/(((n+1)!/(n-1)! - n*(n+1)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(n+1)!/(n-1)! - n*(n+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (sqrt(x^5) - x^2*sqrt(x)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^5) - x^2*sqrt(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (sqrt(x^5) - x^2*sqrt(x)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^5) - x^2*sqrt(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (sqrt(x^5) - x^2*sqrt(x)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^5) - x^2*sqrt(x)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((sqrt(x^5) - x^2*sqrt(x)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^5) - x^2*sqrt(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (sqrt(x^7) - x^3*sqrt(x)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^7) - x^3*sqrt(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (sqrt(x^7) - x^3*sqrt(x)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^7) - x^3*sqrt(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (sqrt(x^7) - x^3*sqrt(x)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^7) - x^3*sqrt(x)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((sqrt(x^7) - x^3*sqrt(x)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),sqrt(x^7) - x^3*sqrt(x)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^6 - 1 - (x-1)*(x^5+x^4+x^3+x^2+x+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^4 + 4*y^4 - (x^2-2*x*y+2*y^2)*(x^2+2*x*y+2*y^2)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (x^2 + 2*x + 1 - (x+1)^2),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^2 + 2*x + 1 - (x+1)^2
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (x^2 + 2*x + 1 - (x+1)^2),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^2 + 2*x + 1 - (x+1)^2
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (x^2 + 2*x + 1 - (x+1)^2),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^2 + 2*x + 1 - (x+1)^2
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((x^2 + 2*x + 1 - (x+1)^2) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x^2 + 2*x + 1 - (x+1)^2
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (x*y + x*z - x*(y+z)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x*y + x*z - x*(y+z)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (x*y + x*z - x*(y+z)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x*y + x*z - x*(y+z)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (x*y + x*z - x*(y+z)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x*y + x*z - x*(y+z)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((x*y + x*z - x*(y+z)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),x*y + x*z - x*(y+z)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + ((a+b+c)/x - a/x - b/x - c/x),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(a+b+c)/x - a/x - b/x - c/x
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - ((a+b+c)/x - a/x - b/x - c/x),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(a+b+c)/x - a/x - b/x - c/x
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * ((a+b+c)/x - a/x - b/x - c/x),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(a+b+c)/x - a/x - b/x - c/x
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/(((a+b+c)/x - a/x - b/x - c/x) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(a+b+c)/x - a/x - b/x - c/x
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + (a + b/x - (a*x+b)/x),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),a + b/x - (a*x+b)/x
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - (a + b/x - (a*x+b)/x),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),a + b/x - (a*x+b)/x
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * (a + b/x - (a*x+b)/x),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),a + b/x - (a*x+b)/x
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/((a + b/x - (a*x+b)/x) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),a + b/x - (a*x+b)/x
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + ((x^2 - 1)/(x - 1) - (x+1)),0,sum,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(x^2 - 1)/(x - 1) - (x+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) - ((x^2 - 1)/(x - 1) - (x+1)),0,difference,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(x^2 - 1)/(x - 1) - (x+1)
(ln(x^3) + ln(y^2) - ln(x^3 * y^2)) * ((x^2 - 1)/(x - 1) - (x+1)),0,product,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(x^2 - 1)/(x - 1) - (x+1)
((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1)/(((x^2 - 1)/(x - 1) - (x+1)) + 1),1,shifted_quotient,ln(x^3) + ln(y^2) - ln(x^3 * y^2),(x^2 - 1)/(x - 1) - (x+1)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (ln(x^3) + ln(y^2) - ln(x^3 * y^2)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((ln(x^3) + ln(y^2) - ln(x^3 * y^2)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^3) + ln(y^2) - ln(x^3 * y^2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (tan(x) + cot(x) - sec(x)*csc(x)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),tan(x) + cot(x) - sec(x)*csc(x)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (tan(x) + cot(x) - sec(x)*csc(x)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),tan(x) + cot(x) - sec(x)*csc(x)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (tan(x) + cot(x) - sec(x)*csc(x)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),tan(x) + cot(x) - sec(x)*csc(x)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((tan(x) + cot(x) - sec(x)*csc(x)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),tan(x) + cot(x) - sec(x)*csc(x)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(x - 1) - 1/(x + 1) - 2/(x^2 - 1)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),1/(sqrt(a) + sqrt(b)) - (sqrt(a) - sqrt(b))/(a - b)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (ln(x^2 - y^2) - ln(x - y) - ln(x + y)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((ln(x^2 - y^2) - ln(x - y) - ln(x + y)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),ln(x^2 - y^2) - ln(x - y) - ln(x + y)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (sin(x)^2 - (1 - cos(2*x))/2),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x)^2 - (1 - cos(2*x))/2
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (sin(x)^2 - (1 - cos(2*x))/2),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x)^2 - (1 - cos(2*x))/2
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (sin(x)^2 - (1 - cos(2*x))/2),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x)^2 - (1 - cos(2*x))/2
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((sin(x)^2 - (1 - cos(2*x))/2) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x)^2 - (1 - cos(2*x))/2
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (cosh(x) + sinh(x) - e^x),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cosh(x) + sinh(x) - e^x
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (cosh(x) + sinh(x) - e^x),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cosh(x) + sinh(x) - e^x
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (cosh(x) + sinh(x) - e^x),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cosh(x) + sinh(x) - e^x
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((cosh(x) + sinh(x) - e^x) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cosh(x) + sinh(x) - e^x
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),(sin(x) + cos(x))^2 - (1 + sin(2*x))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),(sin(x) + cos(x))^2 - (1 + sin(2*x))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * ((sin(x) + cos(x))^2 - (1 + sin(2*x))),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),(sin(x) + cos(x))^2 - (1 + sin(2*x))
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/(((sin(x) + cos(x))^2 - (1 + sin(2*x))) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),(sin(x) + cos(x))^2 - (1 + sin(2*x))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*cos(2*x)*sin(x) - (4*cos(x)^2*sin(x) - 2*sin(x))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),2*sin(2*x)*sin(x) - (4*cos(x) - 4*cos(x)^3)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),sin(x) + sin(y) - 2*sin((x+y)/2)*cos((x-y)/2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
((1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + 1)/((cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)) + 1),1,shifted_quotient,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),cos(x) - cos(y) + 2*sin((x+y)/2)*sin((x-y)/2)
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) + (3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))),0,sum,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) - (3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))),0,difference,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
(1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1)) * (3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))),0,product,1 + 1/(1 + 1/(1 + 1/x)) - (3*x + 2)/(2*x + 1),3*sin(x) + 4*cos(x) - 5*sin(x + arctan(4/3))
